train_frac,train_n,seed,neurons_per_layer,total_params,best_val_loss,best_epoch
0.3,90,0,[1024],11268,0.4922308325767517,397
0.3,90,1,[1024],11268,0.48119276762008667,396
0.3,90,2,[1024],11268,0.5082553625106812,396
0.3,90,3,[1024],11268,0.515099048614502,400
0.3,90,4,[1024],11268,0.4866366684436798,397
0.3368421052631579,101,0,[1024],11268,0.48467302322387695,400
0.3368421052631579,101,1,[1024],11268,0.4563029706478119,400
0.3368421052631579,101,2,[1024],11268,0.4532686471939087,400
0.3368421052631579,101,3,[1024],11268,0.5200847387313843,400
0.3368421052631579,101,4,[1024],11268,0.46705061197280884,400
0.3736842105263158,112,0,[1024],11268,0.4635055959224701,400
0.3736842105263158,112,1,[1024],11268,0.47692084312438965,400
0.3736842105263158,112,2,[1024],11268,0.530330240726471,400
0.3736842105263158,112,3,[1024],11268,0.4765237271785736,400
0.3736842105263158,112,4,[1024],11268,0.48029395937919617,400
0.41052631578947363,123,0,[1024],11268,0.46191978454589844,400
0.41052631578947363,123,1,[1024],11268,0.47997385263442993,400
0.41052631578947363,123,2,[1024],11268,0.4807403087615967,400
0.41052631578947363,123,3,[1024],11268,0.45812708139419556,400
0.41052631578947363,123,4,[1024],11268,0.46383845806121826,400
0.4473684210526315,134,0,[1024],11268,0.42550861835479736,400
0.4473684210526315,134,1,[1024],11268,0.4339354634284973,396
0.4473684210526315,134,2,[1024],11268,0.40780165791511536,396
0.4473684210526315,134,3,[1024],11268,0.40639930963516235,400
0.4473684210526315,134,4,[1024],11268,0.4855838418006897,393
0.4842105263157894,145,0,[1024],11268,0.34398576617240906,400
0.4842105263157894,145,1,[1024],11268,0.3320097029209137,400
0.4842105263157894,145,2,[1024],11268,0.3251826763153076,399
0.4842105263157894,145,3,[1024],11268,0.35066479444503784,400
0.4842105263157894,145,4,[1024],11268,0.337344765663147,399
0.5210526315789473,156,0,[1024],11268,0.3343953788280487,399
0.5210526315789473,156,1,[1024],11268,0.33136534690856934,400
0.5210526315789473,156,2,[1024],11268,0.30355027318000793,399
0.5210526315789473,156,3,[1024],11268,0.3011976182460785,400
0.5210526315789473,156,4,[1024],11268,0.3207739293575287,400
0.5578947368421052,167,0,[1024],11268,0.30371949076652527,397
0.5578947368421052,167,1,[1024],11268,0.32047730684280396,400
0.5578947368421052,167,2,[1024],11268,0.29934853315353394,400
0.5578947368421052,167,3,[1024],11268,0.33805185556411743,400
0.5578947368421052,167,4,[1024],11268,0.32769179344177246,400
0.5947368421052631,179,0,[1024],11268,0.30281147360801697,398
0.5947368421052631,179,1,[1024],11268,0.3162092864513397,400
0.5947368421052631,179,2,[1024],11268,0.30708667635917664,400
0.5947368421052631,179,3,[1024],11268,0.2938729524612427,400
0.5947368421052631,179,4,[1024],11268,0.2884097099304199,400
0.631578947368421,190,0,[1024],11268,0.28453636169433594,400
0.631578947368421,190,1,[1024],11268,0.2975935637950897,400
0.631578947368421,190,2,[1024],11268,0.29091164469718933,399
0.631578947368421,190,3,[1024],11268,0.30337828397750854,398
0.631578947368421,190,4,[1024],11268,0.28234124183654785,400
0.6684210526315789,201,0,[1024],11268,0.3010067641735077,400
0.6684210526315789,201,1,[1024],11268,0.2868463397026062,400
0.6684210526315789,201,2,[1024],11268,0.2890228033065796,399
0.6684210526315789,201,3,[1024],11268,0.29642754793167114,400
0.6684210526315789,201,4,[1024],11268,0.2845674753189087,400
0.7052631578947368,212,0,[1024],11268,0.2785673141479492,399
0.7052631578947368,212,1,[1024],11268,0.27774983644485474,398
0.7052631578947368,212,2,[1024],11268,0.2896607518196106,400
0.7052631578947368,212,3,[1024],11268,0.27925318479537964,400
0.7052631578947368,212,4,[1024],11268,0.2917182445526123,400
0.7421052631578946,223,0,[1024],11268,0.28419068455696106,400
0.7421052631578946,223,1,[1024],11268,0.32554635405540466,400
0.7421052631578946,223,2,[1024],11268,0.3064571022987366,400
0.7421052631578946,223,3,[1024],11268,0.2923629879951477,400
0.7421052631578946,223,4,[1024],11268,0.29034730792045593,400
0.7789473684210526,234,0,[1024],11268,0.2835557758808136,400
