train_frac,train_n,seed,neurons_per_layer,total_params,best_val_loss,best_epoch
0.7789473684210526,234,1,[1024],11268,0.28333187103271484,398
0.7789473684210526,234,2,[1024],11268,0.28298071026802063,400
0.7789473684210526,234,3,[1024],11268,0.2935366630554199,400
0.7789473684210526,234,4,[1024],11268,0.27721330523490906,400
0.8157894736842104,245,0,[1024],11268,0.2900630235671997,400
0.8157894736842104,245,1,[1024],11268,0.2819267511367798,400
0.8157894736842104,245,2,[1024],11268,0.2824109196662903,400
0.8157894736842104,245,3,[1024],11268,0.2813027799129486,400
0.8157894736842104,245,4,[1024],11268,0.2760453224182129,400
0.8526315789473684,256,0,[1024],11268,0.2827988564968109,399
0.8526315789473684,256,1,[1024],11268,0.26995840668678284,398
0.8526315789473684,256,2,[1024],11268,0.2731703817844391,399
0.8526315789473684,256,3,[1024],11268,0.29111042618751526,400
0.8526315789473684,256,4,[1024],11268,0.28598326444625854,400
0.8894736842105262,267,0,[1024],11268,0.2664576470851898,400
0.8894736842105262,267,1,[1024],11268,0.28104978799819946,400
0.8894736842105262,267,2,[1024],11268,0.29212942719459534,400
0.8894736842105262,267,3,[1024],11268,0.2810189723968506,400
0.8894736842105262,267,4,[1024],11268,0.2780498266220093,395
0.9263157894736842,278,0,[1024],11268,0.24785220623016357,400
0.9263157894736842,278,1,[1024],11268,0.2574229836463928,394
0.9263157894736842,278,2,[1024],11268,0.24882373213768005,400
0.9263157894736842,278,3,[1024],11268,0.2596885859966278,398
0.9263157894736842,278,4,[1024],11268,0.26387685537338257,400
0.963157894736842,289,0,[1024],11268,0.25289905071258545,400
0.963157894736842,289,1,[1024],11268,0.24095419049263,398
0.963157894736842,289,2,[1024],11268,0.2408074140548706,400
0.963157894736842,289,3,[1024],11268,0.23211491107940674,399
0.963157894736842,289,4,[1024],11268,0.25950443744659424,398
1.0,301,0,[1024],11268,0.24144446849822998,400
1.0,301,1,[1024],11268,0.23768675327301025,399
1.0,301,2,[1024],11268,0.243928924202919,395
1.0,301,3,[1024],11268,0.232904851436615,400
1.0,301,4,[1024],11268,0.24429063498973846,400
