train_frac,train_n,total_params,best_val_loss_mean,best_val_loss_std,best_epoch_mean
0.4,120,11268,0.348770534992218,0.0168686481386487,400.0
0.5,150,11268,0.15799639225006104,0.009778147606332482,400.0
0.6,180,11268,0.14073901176452636,0.005550967685578926,400.0
0.7,210,11268,0.13919571936130523,0.010394857586793798,400.0
0.8,240,11268,0.13668546080589294,0.007441124098807532,400.0
0.9,270,11268,0.10675320029258728,0.00579880353823672,400.0
1.0,301,11268,0.09367376267910003,0.0022016465031089614,399.4
